name,system_DC_capacity_W,address,orientation,num_outputs,last_output,system_id,panel,inverter,distance_km,latitude,longitude,country
Power to the North,4140,2544,N,3846,36 weeks ago,15440,Chnlnd,Solarmax 4200S,0.4,52.0678,4.288,Netherlands
Power to the North mini,1925,2544,N,1222,57 weeks ago,70399,Phono Solar PS275P-20/U,Omniksol 2k-TL3,0.4,52.0678,4.288,Netherlands
Power to the Combi,6110,2544,N,2928,54 weeks ago,36771,ET Solar 245 & Chinaland 230,Solarmax & Mastervolt,0.4,52.0678,4.288,Netherlands
Power to the Garage SE,1960,2544,SW,2932,Yesterday,46075,ET Solar ET-P660245,SolarEdge SE2200,0.4,52.0678,4.288,Netherlands
Ra-Horakthy,4620,2546,S,2967,Yesterday,45287,BenQ-PM096B00-330,SolarEdge SE4000,0.4,52.0678,4.288,Netherlands
Sebastiaan SE3500H,4500,2552,N,1056,Yesterday,85379,Trina TSM-375DD08M,SolarEdge SE3500H,0.7,52.0714,4.2823,Netherlands
mahade,2250,2551,NE,420,Yesterday,97986,Jinko JKM375M-6RL3-B,Goodwe 2500xs,0.7,52.0714,4.2823,Netherlands
ZON ENERGIEUR,7950,2551,SE,546,6 days ago,93754,CSUN,Enphase M215,0.7,52.0714,4.2823,Netherlands
Panasonic_warmtepomp,5000,2551,N,427,Yesterday,97969,panasonic,5J,0.7,52.0714,4.2823,Netherlands
bijelkaar,5400,2551,SW,381,Yesterday,99092,10x DMEGC + 6x Jinko,Goodwe GW3000-XS + GW2500-XS,0.7,52.0714,4.2823,Netherlands
ellekom53,3900,2573,SE,1330,Yesterday,79108,JA Solar JAM60S17-325L,Goodwe GW3000-XS,0.7,52.065733,4.285038,Netherlands
ellekom70,1410,2573,SE,4278,Yesterday,11886,Yingli YL235P-29b,Enphase m215,0.8,52.065179,4.283952,Netherlands
Historische haven,2640,2515,SW,1506,Yesterday,74550,Panasonic,SolarEdge,0.4,52.067798,4.273683,Netherlands
Meminc,4200,2561,N,2595,Yesterday,51522,-,Solar Edge,0.6,52.075507,4.277383,Netherlands
GoldenApple,2870,2564,SW,620,Yesterday,93557,Longi LR5-54HIH-410M,Enphase IQ7A,0.8,52.064373,4.25717,Netherlands
Binckhorstlaan 100 - McWash,112000,2516,EW,1131,Yesterday,81037,SolarWatt Vision 60M hp,SMA Core 1,0.8,52.071962,4.336295,Netherlands
GiveMePowerNow,4650,2273,EW,1440,Yesterday,76899,JA Solar 310 Full Black ,Growatt 4000 TL3-s,1.7,52.0742,4.3597,Netherlands
FarmFourteen,4500,2274,SE,1189,Yesterday,82429,SPR-MAX3-375-BLK,SE4000HD,1.7,52.0742,4.3597,Netherlands
Leuvenink,1800,2271,S,4239,Yesterday,12340,sopray solar,Omnik 2K,1.7,52.0742,4.3597,Netherlands
de Meij Jr. Solar,4510,2275,SE,383,Yesterday,97453,Aeg  longi,Enphase ,1.7,52.0742,4.3597,Netherlands
Bungalow SolarEdge,7560,2273,NE,1976,Yesterday,53679,JA Solar 270,SolarEdge SE3000H,1.7,52.0742,4.3597,Netherlands
JLJB,4050,2271,SW,2191,Yesterday,41677,Shinetime,Solaredge,1.7,52.0742,4.3597,Netherlands
omnik tuin,1925,2271,S,1207,Yesterday,81083,JA Solar,omnik,1.7,52.0742,4.3597,Netherlands
PVOBK,4225,2275,SE,1663,Yesterday,70931,AEG,Goodwe,1.7,52.0742,4.3597,Netherlands
SolarEdgeAS,3200,2275,SE,1313,Yesterday,79748, Q Cells Q.PEAK DUO BLK-G5 320,SolarEdge SE3000H,1.7,52.0742,4.3597,Netherlands
VDBC,1960,2273,SE,2627,23 weeks ago,44877,Suntech,SunExy 400E,1.7,52.0742,4.3597,Netherlands
VDBC-Schuur,675,2273,SE,1671,11 days ago,48263,REC Black (Second Hand),Soladin 600,1.7,52.0742,4.3597,Netherlands
JoDy?s place,5400,2274,SE,1820,Yesterday,67790,JA Solar JAM-6K-300,Omnik Omniksol-5k-TL2,1.7,52.0742,4.3597,Netherlands
Thuis - Dak,6440,2264,SW,747,Today,89588,JA Solar,Omnik 2500tl2,1.1,52.0883,4.3944,Netherlands
2264-2,555,2264,S,3334,Today,42483,Ceeg SST170-72M,Stecagrid 500,1.1,52.0883,4.3944,Netherlands
mascit30,4740,2261,SE,671,Today,92379,JA Solar,SolarEdge,1.1,52.0883,4.3944,Netherlands
Pegasus,2475,2263,N,2990,Today,44484,Yingli Solar YL275C-30b,SolarEdge SE2200,1.1,52.0883,4.3944,Netherlands
2264-1,2160,2264,S,3717,Today,42482,Yingli YL270C-30b,Stecagrid 1800,1.1,52.0883,4.3944,Netherlands
SolarPB23,1800,2264,E,1002,63 weeks ago,68643,SMA,SMA,1.3,52.08713,4.395284,Netherlands
POL,2940,2265,SE,4141,Today,10210,Yingli 245 p-29b,SMA SB3000HF-30,1.4,52.087695,4.401299,Netherlands
Zon@home,3685,2264,SW,1536,Today,74375,LG LG335N1K-V5 NeON 2,SolarEdge HD-Wave SE3500H,1.7,52.081514,4.388714,Netherlands
Panelen L'dam,3685,2266,S,1199,Today,82095,Trina TSM-335 Full Black,SolarEdge,0.2,52.078425,4.398243,Netherlands
't zonnetje in huis 3.0,7400,2491,SE,878,13 days ago,84559,Ja Solar ,SMA tripower 6.0,0.5,52.075299,4.405346,Netherlands
Leidschenveen,3960,2492,SW,1180,Today,20201,Longi,Enphase IQ8AC,0.7,52.072928,4.402884,Netherlands
Landingsbaan,4320,2492,SW,951,49 weeks ago,80225,Longi LR4-HPB-360M,Goodwe GW4200D-NS,0.8,52.072421,4.405614,Netherlands
BlackPower - Schuin dak,2880,2492,SW,3017,91 weeks ago,10581,Senersun SSM60-240-C BL ,SMA Sunny Boy 3000TL-20,0.9,52.073256,4.409731,Netherlands
Spireaveld,2250,2492,S,3524,Today,32636,ZNShine Solar 255 Wp ZXP6 60,Growatt 2000 TL,0.9,52.070686,4.401082,Netherlands
Arena,4680,2492,NW,1123,Today,84014,DMEGC,SolarEdge 3000,1.0,52.071821,4.409541,Netherlands
HL70,4806,2493,SW,1542,Today,45350,ET Solar,SolarEdge4K,0.8,52.063258,4.39189,Netherlands
Growatt-BBV1,3410,2492,SE,2491,102 weeks ago,35655,310Wp EC solar,Growatt S1500+S1000+YC600,1.0,52.068734,4.400932,Netherlands
koolmees,3500,2492,SE,534,81 weeks ago,83099,unknown,omnik 3000,0.3,52.068236,4.403522,Netherlands
IJseend-Tuinhuis,460,2492,SW,4006,Today,17884,Photowatt,STECA 500,0.8,52.06906,4.412915,Netherlands
IJseend 1200,1200,2492,S,3914,Today,22139,SENERSUN,SMA,0.8,52.069133,4.413063,Netherlands
IJseend 1750,1750,2492,S,4077,Today,16922,Gloria Solar,SMA,0.8,52.06914,4.413085,Netherlands
Huntertjes SolarPower,5760,2492,S,4457,Today,2480,CSUN (6) /  DMEGC (8) ,SolarEdge SE 3500 HD Wave,0.8,52.064602,4.409197,Netherlands
MY Sunpower extractor,12180,2492,SE,495,Today,96389,Jinko JKM420N-54HL4-BK,Enphase IQ8plus,0.8,52.062653,4.400019,Netherlands
Wigeonstreet80,2695,2492,SW,1350,38 weeks ago,24927,Yingli Solar 245PT-29b,SMA Sunny Boy 2500 HF,0.9,52.067965,4.414608,Netherlands
gh070 SolarEdge,3000,2492,SW,3445,Today,32178,AXIplus AC-250P/156-60S,Solaredge 3000,0.9,52.062441,4.407229,Netherlands
Galjoenkade 5.1kWp,5160,2725,S,492,Today,96354,Hyundai,Enphase IQ7A,2.7,52.073215,4.497743,Netherlands
Nieman het zonnetje,3300,2728,S,3079,Today,46624,Benq PM060M02,Solaredge SE 3500,2.8,52.075602,4.517462,Netherlands
SyncJaRi,3240,2727,S,1219,Today,80260,AEG,Enpahse IQ7+,3.0,52.071646,4.510918,Netherlands
ZONterMEER RSAA,6080,2728,SW,646,Today,92955,Meyer Burger,Enphase i7+,3.2,52.072487,4.519152,Netherlands
PSRZTM,9800,2717,E,1019,Today,85306,URE 350Wp,Enhase IQ7+,3.2,52.07034,4.481167,Netherlands
HamZoet,2880,2726,EW,1233,Today,81380,Longi Solar LR4-60HPB-360M,SolarEdge SE 2200 HD,3.4,52.066902,4.494294,Netherlands
HannePower,2000,2728,SW,2275,91 weeks ago,36556,Yingly,Schneider PV1500,3.5,52.071434,4.525787,Netherlands
SolarNes,4440,2726,E,815,Today,89579,REC370AA,Goodwe GW4200D-NS,3.5,52.06619,4.486182,Netherlands
CesarFranck,3200,2717,S,1357,Today,79256,JA Solar - JAM60S17 320/MR,Solar Edge - SE3000H,3.6,52.069651,4.46841,Netherlands
OostWestZTMINGComb,9360,2724,EW,1060,Today,84810,LONGi LR4-60HPB-360M,Growatt ,3.9,52.062855,4.506798,Netherlands
FreeksPanelen,1500,2731,S,4093,Today,17726,CSUN,SMA Sunny Boy 1300TL-10,3.9,52.0775,4.5444,Netherlands
myFivePanels,1400,2731,S,446,Today,97568,,Growatt,3.9,52.0775,4.5444,Netherlands
BornWel,2250,2731,S,3904,Today,23306,CSUN,SMA Sunny Boy 2000HF,3.9,52.0775,4.5444,Netherlands
2724AN,1175,2724,SW,3626,140 weeks ago,29374,Sharp 235,SMA Sunny boy 1200,4.0,52.06286,4.512419,Netherlands
Retsnumsolar54,540,2492,S,3733,96 weeks ago,59739,Sharp NU180-E1,Mastervolt Soladin 600,2.0,52.061426,4.414836,Netherlands
Karnmolen,4680,2391,S,1179,Today,82611,DENIM,SolarEdge,2.6,52.0967,4.5861,Netherlands
HOB-41,1998,2391,S,967,101 weeks ago,70715,-,GoodWe,2.6,52.0967,4.5861,Netherlands
EastWestRooftop,4060,2391,E,993,Today,86104,DMECG,Enphase IQ7+,2.6,52.0967,4.5861,Netherlands
Slim Droompaleis,50,2391,N,2445,96 weeks ago,41962,,Energy Monitor,2.6,52.0967,4.5861,Netherlands
PetEnergy,800,2391,S,467,143 weeks ago,76260,,Trannergy TRB500,2.8,52.09073,4.587264,Netherlands
Nexsec,4860,2729,SE,602,Today,94032,Longi,Enphase,3.2,52.06972,4.534349,Netherlands
HuizeSchuiling,3960,2729,SE,1237,Today,81426,Longi,Goodwe,3.7,52.065689,4.528427,Netherlands
Park Sue La,4755,2496,SE,1442,Today,76451,URE 315 WP Mono All-Black,Enphase IQ7,1.4,52.048756,4.370778,Netherlands
eMBeZon,2940,2497,SW,3515,100 weeks ago,11838,Suntech STP245S-20/Wd,Mastervolt XS3200,1.7,52.039624,4.363318,Netherlands
Frijdastraat 47,85365,2288,EW,848,36 weeks ago,70341,DMEGC,INVT BG25 KR,1.9,52.038732,4.33247,Netherlands
SE-SPR-YP,6320,2496,NW,1387,Today,78312,Sunpower Maxeon 395,SolarEdge HD5000,2.0,52.042362,4.374189,Netherlands
Kara,3000,2524,S,1422,49 weeks ago,43438,Sunshine,Omnik 3k,0.3,52.051099,4.310804,Netherlands
Treubstraat 33 - McWash,40320,2288,EW,1029,Today,84762,SolarWatt Vision 60M hp,SMA STP 25000TL-30,0.6,52.039729,4.32797,Netherlands
de Meij Sr. Solar,4455,2281,S,381,Today,99210,DMEGC,Enphase IQ8M,0.8,52.0363,4.325,Netherlands
Hoekpolder Lader by LTS,6460,2286,SE,951,Today,86215,JA Solar 380W Mono MBB PERC,Solis-3P6K-4G,0.8,52.0363,4.325,Netherlands
Mauritslaan,2000,2281,SE,1507,Today,72951,Recom,Solarriver,0.8,52.0363,4.325,Netherlands
Oleander-Rijswijk,7410,2286,E,1949,Today,64420,,Zeversolar Evershine TLC6000,0.8,52.0363,4.325,Netherlands
schuindak,1750,2283,W,649,44 weeks ago,36569,sharp,sma Sunny boy,0.8,52.0363,4.325,Netherlands
SunnyPV,1470,2282,SE,1856,Today,75851,STC,Omnik,0.8,52.0363,4.325,Netherlands
Thyzz' addon mining machine,1095,2286,SW,744,Today,91024,Jinko JKM365N-6TL3-B,Goodwe,0.8,52.0363,4.325,Netherlands
zw18,5940,2282,SE,1188,Today,82448,Trina Solar,Enphase IQ7,0.8,52.0363,4.325,Netherlands
turtle_disc,3200,2281,SW,1416,Today,78337,320W M60 Balance SonnenStrom,Enphase,0.8,52.0363,4.325,Netherlands
Zonnige Hoekpolder by LTS,9070,2286,SE,964,Today,86214,JA Solar 380W Mono MBB PERC,Solis-3P6K-4G+Solis-2.0-S6,0.8,52.0363,4.325,Netherlands
Zonnige Hoekpolder SM by LTS,50,2286,N,497,Today,95672,,Energy Monitor,0.8,52.0363,4.325,Netherlands
Buizerd Solar,4810,2496,SW,652,Today,92905,JA Solar JAM60S21,SolarEdge SE5000H,0.1,52.051804,4.380498,Netherlands
M-residence ZO,4400,2496,SE,1224,72 weeks ago,70247,S-Energy,Goodwe 4200 NS-D,0.7,52.052665,4.389666,Netherlands
Peep,4200,2631,SW,3079,84 weeks ago,29197,ET,SolarEdge,0.7,52.046162,4.383805,Netherlands
home35,2275,2631,SW,476,Today,96604,Hengdia Group DMEGC,SolarEdge,1.4,52.045,4.3958,Netherlands
Meeuw,1500,2631,SW,3407,113 weeks ago,12690,SunTech STP250S,SMA 1600TL,1.4,52.045,4.3958,Netherlands
GratisStr00m,3924,2631,SE,1896,173 weeks ago,41998,BenQ SunForte,Solar Edge 3500,1.4,52.045,4.3958,Netherlands
GratisStr00m Chip,3924,2631,SE,1721,179 weeks ago,45286,BenQ SunForte,Solar Edge 3500,1.4,52.045,4.3958,Netherlands
GratisStroom,5265,2631,SE,770,Today,90519,Jasolar,SolarEdge SE5000 HD Wave,1.4,52.045,4.3958,Netherlands
GratisStroomEnphase,2905,2631,SE,402,Today,98660,Jasolar,Enphase,1.4,52.045,4.3958,Netherlands
myEnergyHarvester,3600,2631,SW,1130,Today,83690,Sunpower X22 360 WHT,SE3680H,1.4,52.045,4.3958,Netherlands
nielsa-jp8-aggregate,2970,2632,S,1356,Today,78235,270,Zeversolar 2000S,1.4,52.045,4.3958,Netherlands
nielsa-jp8-dak,1890,2632,N,1386,Today,78207,Onbekend 270,Zeversolar 2000S,1.4,52.045,4.3958,Netherlands
nielsa-jp8-uitbouw,1080,2632,N,1386,Today,78208,LG 360N1C-N5 NEON 2 BLACK,Zeversolar 1500S,1.4,52.045,4.3958,Netherlands
PeepTEST,3000,2631,S,3513,20 weeks ago,29308,ZNShine,Growatt,1.4,52.045,4.3958,Netherlands
solar_lisdodde,3650,2631,SE,1189,Today,82249,REC,enPhase,1.4,52.045,4.3958,Netherlands
Sytwinde 97,2943,2631,SW,2309,Today,56988,Sunpower,SolarEdge,1.4,52.045,4.3958,Netherlands
sytwinde32_nootdorp,2600,2631,SE,1358,Today,78972,Trina Solar TSM-325,Growatt 2500TL-X,1.4,52.04613,4.397251,Netherlands
Veenakker Zonnepanelen,3060,2632,SW,3944,Today,21940,Yingli YL255p-29b,12x Enphase M215 microinverter,1.5,52.050772,4.401695,Netherlands
Nootdorp,4950,2631,SE,3550,Today,31943,Sharp SZND-R240A5,SMA  SB3.0-1AV-41,1.7,52.043179,4.400521,Netherlands
MK_Energy,5800,2498,SE,4238,Today,13005,Yingli 265C Panda,APSystems YC500A,1.9,52.035376,4.382757,Netherlands
KNet,3380,2631,E,3107,Today,36955,JA Solar,Omnik,2.0,52.040336,4.400904,Netherlands
Bas Solar Plant,4550,2492,SE,925,Today,87578,JASOLAR,GROWATT,1.2,52.059298,4.419529,Netherlands
GreenYlli,2415,2713,S,3253,Today,28302,Simax black  Isofoton I-110,Steca 500  Steca 300,0.9,52.055158,4.489955,Netherlands
W5,2160,2713,S,2915,Today,45314,JA Solar,SolarEdge SE2200,0.9,52.055131,4.490046,Netherlands
heus,4130,2716,EW,2367,Today,55287,Trina Solar,Zeversolar,0.5,52.056972,4.465707,Netherlands
GS1,7431,2721,S,1554,Today,62602,AEG Moni,Solaredge SK5E,0.6,52.056,4.4983,Netherlands
Poeki,8560,2729,SW,1960,Today,64430,ParentSystem,ParentSystem,0.6,52.056,4.4983,Netherlands
Roofie,4620,2729,SW,1942,Today,64429,SF & Recom,SMA,0.6,52.056,4.4983,Netherlands
Solaredge 5000h 175,4745,2721,SW,1115,Today,84047,REC365AA,SolarEdge SE5000H,0.6,52.056,4.4983,Netherlands
SolarPot,2250,2727,S,3998,Today,51807,Suntech STP250S - 20/Wd,SMA SB2000HF,0.6,52.056,4.4983,Netherlands
SunShine Receiver,4200,2729,SE,1792,Today,68586,AEG AS-M605B 300WP,SolarEdge SE3500HD wave,0.6,52.056,4.4983,Netherlands
SweetLake-SolarEdge-Consump,7200,2721,SW,1780,Today,68827,JA Solar JAM60S02-300/PR Black,SolarEdge SE7k SetApp,0.6,52.056,4.4983,Netherlands
Sweetlakesunshine,3000,2728,S,1962,Today,63949,,SolarEdge,0.6,52.056,4.4983,Netherlands
Testpow,50,2729,N,1366,Today,78535,,Energy Monitor,0.6,52.056,4.4983,Netherlands
ThuisMS,4700,2724,SE,700,Today,96735,Canadian Solar,SolarEdge,0.6,52.056,4.4983,Netherlands
ThuisThuis,3080,2728,S,981,Today,86335,Q-Cells 385 G9-ML,Enphase IQ7+,0.6,52.056,4.4983,Netherlands
Trololo,3355,2721,SW,502,147 weeks ago,70746,JASolar,Omnik 3K-TL3,0.6,52.056,4.4983,Netherlands
tuxhome omnik,1225,2724,S,2187,Today,54350,Sharp,Omnik,0.6,52.056,4.4983,Netherlands
Wildrijk - achterhuis,13520,2728,SE,2301,Today,55981,Phono Solar 260,SolarEdge,0.6,52.056,4.4983,Netherlands
Atlantic Explorer V3 WPB 270L,50,2729,N,1393,Today,77918,Atlantic Explorer V3 WPB 270L,Energy Monitor,0.6,52.056,4.4983,Netherlands
Balkonnetje,4620,2729,SW,1454,Today,60367,SF 165,SMA,0.6,52.056,4.4983,Netherlands
Casamiasolar,3790,2727,S,734,Today,91067,Jinko Solar,Enphase,0.6,52.056,4.4983,Netherlands
CTos,5550,2729,SE,991,Today,86121,AEG ,GoodWe,0.6,52.056,4.4983,Netherlands
DougieCharger,50,2729,N,1440,Today,76743,,Energy Monitor,0.6,52.056,4.4983,Netherlands
fab's cash cow,4500,2724,SE,3800,Today,25791,BYD P6C-30 Series-3BB/LDK,Powerone 3.0 PVI-3.0-TL-OUTD,0.6,52.056,4.4983,Netherlands
AMDFreak,3900,2721,S,2415,Today,46180,Jinko,Solar Edge,0.6,52.056,4.4983,Netherlands
HTT Bakhuis,4500,2728,SE,2340,Today,55728,ZM SOLAR M-250,ZM Solar M-250,0.6,52.056,4.4983,Netherlands
Ketelmeer,4410,2729,SE,660,123 weeks ago,71076,Sunpower P19 BLK 315Wp,Solaredge SE5K,0.6,52.056,4.4983,Netherlands
Kramerplan,2765,2728,S,837,Today,88078,Jinko Solar JKM395N-6LR3-B,Growatt MIN 2500TL-XE,0.6,52.056,4.4983,Netherlands
Moldaustroom7schuur,1260,2721,N,474,57 weeks ago,85627,BP solar,Growatt,0.6,52.056,4.4983,Netherlands
OostWestZTMINGOost,3600,2724,E,1041,Today,84852,LONGi LR4-60HPB-360M,Growatt 3000 TL-X,0.6,52.056,4.4983,Netherlands
OostWestZTMINGWest,2880,2724,W,1044,Today,84853,LONGi LR4-60HPB-360M,Growatt 2500TL-X,0.6,52.056,4.4983,Netherlands
Aquatos,1740,2719,S,4257,Today,10873,Suntech STP290S-20/Wem,SMA SB1600TL,1.2,52.041551,4.457302,Netherlands
PVRulez,4240,2719,S,2711,Today,48745,Ja Solar,SolarEdge,0.3,52.0537,4.4924,Netherlands
Boone Solar,5100,2715,S,2157,154 weeks ago,39712,München Solar Poly 255W,Omniksol-5k-TL2,0.3,52.0537,4.4924,Netherlands
ZTM-Balij-01,6885,2719,S,747,Today,90969,DMEGC,Enphase IQ7+,0.3,52.0537,4.4924,Netherlands
FamRaes,1680,2719,S,2786,165 weeks ago,39001,China,Enecsys,0.3,52.0537,4.4924,Netherlands
System of the NoNo,13200,2716,E,690,Today,81915,Hynundai,Enphase IQ7+,0.3,52.0537,4.4924,Netherlands
tichelberg,11100,2716,EW,1898,Today,64869,Enphase,Enphase,0.3,52.0537,4.4924,Netherlands
Arjen,2400,2716,SW,512,Today,91167,Soluxtec 400Wp,Enphase IQ7+,0.3,52.0537,4.4924,Netherlands
Meer-is-beter,2600,2712,SE,4005,Today,20069,YL260C-30b / HJM260,Omnik 3K-TL,0.4,52.052194,4.502522,Netherlands
ouwerkerk solar,2565,2729,SW,2393,105 weeks ago,39341,Solaredge,Solaredge,0.4,52.056,4.4983,Netherlands
Pana Backup,50,2729,N,556,Today,94962,,Energy Monitor,0.4,52.056,4.4983,Netherlands
Panasonic 6kW,50,2729,N,1332,Today,79786,,Energy Monitor,0.4,52.056,4.4983,Netherlands
Anita & Fred,6300,2713,S,1311,Today,79594,LR4-60HPH-350M Longi Solar,iq7+,0.8,52.05,4.4833,Netherlands
Koningstr,3120,2713,S,2186,Today,48620,Winaico,SMA Sunny Boy 2500,0.8,52.05,4.4833,Netherlands
Dwergwilg,3430,2631,SE,4409,Today,7547,ET Solar,SMA3000HF,1.0,52.039096,4.399839,Netherlands
2497BD53,6250,2497,W,1052,77 weeks ago,36040,Shinetime,Omniksol,0.6,52.033528,4.359883,Netherlands
de-bras-den-haag-NE,5180,2498,NE,1084,Today,84621,JA Solar 370Wp,GoodWe 3000XS,0.7,52.032086,4.387096,Netherlands
HuizeOord,2115,2498,S,3789,44 weeks ago,14002,BYD,SMA 2100TL,0.9,52.030805,4.382886,Netherlands
Arnold Den Hoorn 2,2010,2635,W,2412,Today,17776,SST,SolarEdge SE2000M,0.3,52.0277,4.3753,Netherlands
John's panelen,3060,2635,SW,3027,Today,40259,BID,Enphase,0.3,52.0277,4.3753,Netherlands
PauwhofPA,1250,2289,S,3047,132 weeks ago,21954,Risen,Sunny Boy 1200,0.9,52.023898,4.348812,Netherlands
ZonneRoos,1440,2641,SW,3737,46 weeks ago,22683,Senersun 240 Wp,Soladin 600,1.3,52.027567,4.422891,Netherlands
Pijnacker 19x LG320 - IQ7,6080,2641,S,1919,Today,65973,LG Solar LG320N1K-A5 Neon 2,Enphase IQ-7,1.5,52.026168,4.424726,Netherlands
Soltronics Boezem,1950,2641,SW,3570,92 weeks ago,8217,Sunezy 2800,Sunezy 2000,1.6,52.024743,4.436623,Netherlands
AVB - Home,3300,2641,S,1857,Today,65905,Peimar,Solar Edge HD3000,0.9,52.0195,4.4295,Netherlands
Bazuin,111510,2641,S,1817,Today,66165,DMH315M6-120BW,INVT BG33kW,0.9,52.0195,4.4295,Netherlands
Brinkrijk114,1300,2641,S,1114,Today,74015,Trannergy,Trannergy,0.9,52.0195,4.4295,Netherlands
Casa Homebase,2700,2642,SE,559,23 days ago,92564,DMEGC ,GoodWe,0.9,52.0195,4.4295,Netherlands
egmol,3750,2641,S,3534,53 weeks ago,28783,gtsolar,sma,0.9,52.0195,4.4295,Netherlands
elmardam,2200,2642,SE,704,143 weeks ago,70455,AEG,trannergy,0.9,52.0195,4.4295,Netherlands
3Roosjes,6800,2641,EW,883,50 weeks ago,77676,Trina TSM-DE06M.08,Goodwe GW6K-DT,0.9,52.0195,4.4295,Netherlands
P14,1925,2642,S,569,143 weeks ago,73584,Trina Solar,Trannergy SGN1800TL,0.9,52.0195,4.4295,Netherlands
Patrijslande,1925,2641,SE,503,143 weeks ago,71839,PV panelen,Energy Monitor,0.9,52.0195,4.4295,Netherlands
Putterlande20,3330,2642,SW,1369,Today,76097,Sharp NU-A188EY,SMA Sunny Boy 3000,0.9,52.0195,4.4295,Netherlands
PV-Sperte 9,5850,2642,NE,1667,Today,71280,SunPower SPR-MAX3-390,SolarEdge SE5000H,0.9,52.0195,4.4295,Netherlands
TheOwlsNest,1680,2641,W,1031,Today,82128,Star 280,Trannergy,0.9,52.0195,4.4295,Netherlands
Thuis9,2700,2641,N,894,143 weeks ago,65596,,Energy Monitor,0.9,52.0195,4.4295,Netherlands
LangeCampen,1750,2641,SE,448,143 weeks ago,76107,Trannergy,Trannergy,0.9,52.0195,4.4295,Netherlands
AirPort Pijnacker,3660,2641,SE,826,Today,71873,Longi Solar 305 Wp All Black,Solar Edge,0.9,52.0195,4.4295,Netherlands
zolder_Alex,2508,2645,SW,3055,71 weeks ago,32051,,involar/steca,0.6,52.0075,4.3958,Netherlands
1980sma,1980,2645,S,4679,Today,24557,Sharp,SMA SB2000HF30,0.6,52.0075,4.3958,Netherlands
AA Zonnestroom,2760,2645,S,1640,136 weeks ago,35899,Sunpower,Omnik,0.6,52.0075,4.3958,Netherlands
Balpol 4 NW,3700,2645,NW,1227,Today,80713,Longi Solar LR4-60HPH-370 ,SolarEdge SE 3500 HD Wave,0.6,52.0075,4.3958,Netherlands
Dlfgw,2500,2645,S,3981,Today,30127,ET Solar,Solarmax 3000S,0.6,52.0075,4.3958,Netherlands
ElmarDam-solaredge,3250,2645,SE,1623,Today,72187,AEG,solaredge,0.6,52.0075,4.3958,Netherlands
schuur_Alex,2200,2645,S,3055,71 weeks ago,32052,misc,Involar 250 Micro-inverter,0.6,52.0075,4.3958,Netherlands
verbruik_2en3,1500,2645,S,3171,71 weeks ago,29816,ZM Solar M-250,Involar 250 Micro-inverter,0.6,52.0075,4.3958,Netherlands
verbruik_alex1,50,2645,N,2706,71 weeks ago,40249,,Energy Monitor,0.6,52.0075,4.3958,Netherlands
verbruik_alex2,1235,2645,SE,3042,71 weeks ago,27321,2xRenesola 3xET_M660-245,Involar 250 Micro-inverter,0.6,52.0075,4.3958,Netherlands
verbruik_Alex3,245,2645,SE,713,71 weeks ago,27322,verbruk,verbruik,0.6,52.0075,4.3958,Netherlands
srab,3710,Netherlands,SW,4413,Today,7718,Yingly,Aurora Power-One,0.5,52.012294,4.379969,Netherlands
CW_Delfgauw,3200,2645,S,1311,Today,79976,JA Solar JAM60S17/320,SolarEdge SE 3000 HD Wave,0.8,52.004989,4.389038,Netherlands
't Zonnetje in huis,3700,2628,S,1405,Today,77772,REC370AA,SolarEdge SE3500H,0.8,52.0091,4.37655,Netherlands
ZZonnepanelen2507,2970,2628,SE,3215,Today,37903,Trina TSM 270 35mm mono,SolarEdge 2200,0.8,52.004877,4.367252,Netherlands
ZPVL-Vaate,1650,2613,S,2805,21 weeks ago,38932,Solarwatt,Emphase,0.6,52.0067,4.3556,Netherlands
Delft,4565,2614,SW,695,Today,91953,Sunpower MAX3-BLK,SolarEdge SE4000H,0.6,52.0067,4.3556,Netherlands
Dijapi,4000,2625,S,2065,159 weeks ago,12063,Ningbo Qixin SL250CE-48M,Omniksol,0.6,52.0067,4.3556,Netherlands
East West,4195,2627,EW,4029,Today,17288,ZM Solar,AEG PV4600,0.6,52.0067,4.3556,Netherlands
EnphaseTech,675,2616,SW,1500,100 weeks ago,19859,Isofoton 225Wp,Epnhase,0.6,52.0067,4.3556,Netherlands
Gerbrandylaan25,4180,2625,SE,2029,Today,62711,Suntech STP270S-20,SolarEdge P300,0.6,52.0067,4.3556,Netherlands
HoppaSun,2400,2613,SW,1358,18 weeks ago,64425,Q-Cells,Omnik Omniksol 2.0k TL2,0.6,52.0067,4.3556,Netherlands
Huize Prins,3989,2614,SE,1708,Today,72883,Q cells,SolarEdge,0.6,52.0067,4.3556,Netherlands
Jaapio,9750,2612,SE,1611,Today,76768,Shinetime XTP6-60,Omnik 4.0k-TL,0.6,52.0067,4.3556,Netherlands
Je Moeders Panelen,2640,2614,SW,1423,Today,74934,LG,Enphase,0.6,52.0067,4.3556,Netherlands
Kniekas,4125,2614,SE,3472,Today,28721,Yingli panda mono YL275,Power one 3.6,0.6,52.0067,4.3556,Netherlands
Lindelaan,6600,2612,SE,596,139 weeks ago,64491,Trina Solar TSM-275DD05A.05,SMA Sunny Boy 3600TL-21,0.6,52.0067,4.3556,Netherlands
MarcOost west,4950,2624,E,457,Today,97332,solar edge,growatt,0.6,52.0067,4.3556,Netherlands
